Id,VariableName,Description,AssetType,Manufacturer,RailroadId,VariableType,ParsingRule,ParsingStructure
0x2808 ,ITCM Statistics ,ITCM (HRX) Statistics (Refer to Section 4.3.3),Radio,Others,Others,binary,structure,"{""variableDataType"": [{""fieldBytes"": 4, ""fieldDataType"": ""Time"", ""fieldName"": ""ITCM Statistics Reset Time"", ""fieldRank"": 1}, {""fieldBytes"": 4, ""fieldDataType"": ""Time"", ""fieldName"": ""Last ITCM Message Sent Time"", ""fieldRank"": 2}, {""fieldBytes"": 4, ""fieldDataType"": ""Time"", ""fieldName"": ""Last ITCM Message Received Time"", ""fieldRank"": 3}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Message bytes Sent"", ""fieldRank"": 4}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM messages Sent"", ""fieldRank"": 5}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Service messages Sent"", ""fieldRank"": 6}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Data messages Sent"", ""fieldRank"": 7}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Short Bdcast messages Sent"", ""fieldRank"": 8}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Long Bdcast messages Sent"", ""fieldRank"": 9}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Unicast messages Sent"", ""fieldRank"": 10}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 00 messages sent"", ""fieldRank"": 11}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 01 messages sent"", ""fieldRank"": 12}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 02 messages sent"", ""fieldRank"": 13}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 03 messages sent"", ""fieldRank"": 14}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 04 messages sent"", ""fieldRank"": 15}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 05 messages sent"", ""fieldRank"": 16}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 06 messages sent"", ""fieldRank"": 17}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 07 messages sent"", ""fieldRank"": 18}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 08 messages sent"", ""fieldRank"": 19}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 09 messages sent"", ""fieldRank"": 20}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 10 messages sent"", ""fieldRank"": 21}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 11 messages sent"", ""fieldRank"": 22}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 12 messages sent"", ""fieldRank"": 23}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 13 messages sent"", ""fieldRank"": 24}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 14 messages sent"", ""fieldRank"": 25}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 15 messages sent"", ""fieldRank"": 26}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM ACK messages Sent"", ""fieldRank"": 27}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM NAK messages Sent"", ""fieldRank"": 28}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Message bytes Received"", ""fieldRank"": 29}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM messages Received"", ""fieldRank"": 30}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Service messages Received"", ""fieldRank"": 31}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Data messages Received"", ""fieldRank"": 32}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Short Bdcast messages Received"", ""fieldRank"": 33}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Long Bdcast messages Received "", ""fieldRank"": 34}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Unicast messages Received"", ""fieldRank"": 35}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 00 messages received"", ""fieldRank"": 36}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 01 messages received"", ""fieldRank"": 37}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 02 messages received"", ""fieldRank"": 38}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 03 messages received"", ""fieldRank"": 39}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 04 messages received"", ""fieldRank"": 40}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 05 messages received"", ""fieldRank"": 41}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 06 messages received"", ""fieldRank"": 42}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 07 messages received"", ""fieldRank"": 43}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 08 messages received"", ""fieldRank"": 44}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 09 messages received"", ""fieldRank"": 45}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 10 messages received"", ""fieldRank"": 46}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 11 messages received"", ""fieldRank"": 47}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 12 messages received"", ""fieldRank"": 48}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 13 messages received"", ""fieldRank"": 49}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 14 messages received"", ""fieldRank"": 50}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM SH 15 messages received"", ""fieldRank"": 51}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total ITCM Errors"", ""fieldRank"": 52}]}"
0x2810 ,ITCSM Connection Duration ,Duration of current ISMP connection (in minutes) ,Radio,Others,Others,integer,minutes,{}
0x2811 ,ITCSM Connection Status ,"Status of ISMP connection: 1= ISMP connected, 0=ISMP disconnected",Radio,Others,Others,integer,boolean,"{""13"": [{""0"": ""ISMP disconnected"",""1"": ""ISMP connected""}]}"
0x2c80 ,Current Time ,Current time when query was received  ,Radio,Others,Others,integer,unix time,{}
0x3000 ,Registered Radios ,"Registered radios as shown in SHOWREMOTES for base, or the selected master in RANK,LIST for remotes. Generates one variable per registered node.",Radio,Others,Others,integer,count,{}
0x3002 ,RSSI per each radio link ,"Received Signal Strength Indicator  for the last packet received on the link (Radio ID, RSSI) (Refer to Section 4.3.4) ",Radio,Others,Others,binary,structure,"{""variableDataType"": [{""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Radio ID"", ""fieldRank"": 1}, {""fieldBytes"": 2, ""fieldDataType"": ""Signed Integer"", ""fieldName"": ""RSSI"", ""fieldRank"": 2}]}"
0x3003 ,Estimated Packet Error Rate ,Moving window average packet error rate for registered radios (Refer to Section 4.3.5) ,Radio,Others,Others,binary,structure,"{""variableDataType"": [{""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Radio ID"", ""fieldRank"": 1}, {""fieldBytes"": 2, ""fieldDataType"": ""Integer"", ""fieldName"": ""Expected"", ""fieldRank"": 2}, {""fieldBytes"": 2, ""fieldDataType"": ""Integer"", ""fieldName"": ""Missed"", ""fieldRank"": 3}]}"
0x3004 ,Total ITCnet Messages Received,Total ITCnet Messages Received over the air ,Radio,Others,Others,integer,count,{}
0x3005 ,Total ITCnet Messages Sent ,Total ITCnet Messages Sent over the air ,Radio,Others,Others,integer,count,{}
0x3006 ,Total ITCnet Other Errors ,All ITCnet errors that are not CRC errors ,Radio,Others,Others,integer,count,{}
0x3007 ,Total ITCnet Data Integrity Errors ,Total ITCnet Data Integrity Errors ,Radio,Others,Others,integer,count,{}
0x3008 ,Last ITCnet Message Received Time ,Time of the last ITCnet message received ,Radio,Others,Others,integer,unix time,{}
0x3009 ,Last ITCnet Message Sent Time ,Time of the last ITCnet message sent ,Radio,Others,Others,integer,unix time,{}
0x300a ,ITCnet Statistics Reset Time ,The date and time ITCnet statistics were last explicitly reset ,Radio,Others,Others,integer,unix time,{}
0x300b ,Cumulative ITCnet Statistics ,"Cumulative ITCnet statistics, similar to STAT,RF CLI command output (Refer to Section 4.3.6) ",Radio,Others,Others,binary,structure,"{""variableDataType"": [{""fieldBytes"": 4, ""fieldDataType"": ""Time"", ""fieldName"": ""Last Reset Time"", ""fieldRank"": 1}, {""fieldBytes"": 4, ""fieldDataType"": ""Time"", ""fieldName"": ""Last Tx Time"", ""fieldRank"": 2}, {""fieldBytes"": 4, ""fieldDataType"": ""Time"", ""fieldName"": ""Last Rx Time"", ""fieldRank"": 3}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Bytes Transmitted"", ""fieldRank"": 4}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Bytes Received"", ""fieldRank"": 5}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Segments Transmitted"", ""fieldRank"": 6}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Segments Received OK"", ""fieldRank"": 7}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Segments Received and Corrected"", ""fieldRank"": 8}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Segments Received Incorrectly"", ""fieldRank"": 9}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Acknowledgeable Packets Transmitted"", ""fieldRank"": 10}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Packets Received"", ""fieldRank"": 11}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Transmitted Packets Acknowledged"", ""fieldRank"": 12}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Non-acknowledgeable Packets Transmitted"", ""fieldRank"": 13}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""DTDMA Control Packets Transmitted"", ""fieldRank"": 14}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""DTDMA Control Packets Received"", ""fieldRank"": 15}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""DTDMA Outbound (B-TX) DSU Assigned"", ""fieldRank"": 16}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""DTDMA Inbound (R-TX) DSU Assigned"", ""fieldRank"": 17}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""DTDMA HP-CSMA DSU Assigned"", ""fieldRank"": 18}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""DTDMA AP-CSMA DSU Assigned"", ""fieldRank"": 19}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Queue Status Packets Transmitted"", ""fieldRank"": 20}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Queue Status Packets Received"", ""fieldRank"": 21}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Base Beacon Packets Transmitted"", ""fieldRank"": 22}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Base Beacon Packets Received"", ""fieldRank"": 23}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Ack Packets Transmitted"", ""fieldRank"": 24}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Ack Packets Received"", ""fieldRank"": 25}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Acq Packets Transmitted"", ""fieldRank"": 26}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Acq Packets Received"", ""fieldRank"": 27}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Posrpt Packets Transmitted"", ""fieldRank"": 28}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Posrpt Packets Received"", ""fieldRank"": 29}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Time Of Day Packets Transmitted"", ""fieldRank"": 30}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Time Of Day Packets Received"", ""fieldRank"": 31}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Short Broadcast (FTDMA) Packets Transmitted"", ""fieldRank"": 32}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Short Broadcast (FTDMA) Packets Received"", ""fieldRank"": 33}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Long Broadcast (DTDMA) Packets Transmitted"", ""fieldRank"": 34}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Long Broadcast (DTDMA) Packets Received"", ""fieldRank"": 35}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Long Broadcast (CSMA) Packets Transmitted"", ""fieldRank"": 36}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Long Broadcast (CSMA) Packets Received"", ""fieldRank"": 37}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (DTDMA) Packets Transmitted"", ""fieldRank"": 38}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (DTDMA) Packets Received"", ""fieldRank"": 39}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (DTDMA) Packets Acknowledged"", ""fieldRank"": 40}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (CSMA) Packets Transmitted"", ""fieldRank"": 41}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (CSMA) Packets Received"", ""fieldRank"": 42}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (CSMA) Packets Acknowledged"", ""fieldRank"": 43}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (DTDMA) BROADCAST ID Node Packets Transmitted"", ""fieldRank"": 44}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Unicast (DTDMA) BROADCAST ID Node Packets Received"", ""fieldRank"": 45}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Other (DTDMA) Packets Transmitted"", ""fieldRank"": 46}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Other (DTDMA) Packets Received"", ""fieldRank"": 47}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Other (DTDMA) Packets Acknowledged"", ""fieldRank"": 48}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Other (CSMA) Packets Transmitted"", ""fieldRank"": 49}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Other (CSMA) Packets Received"", ""fieldRank"": 50}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Other (CSMA) Packets Acknowledged"", ""fieldRank"": 51}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Illegal Packets Received"", ""fieldRank"": 52}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Message Fragments Successfully Transmitted"", ""fieldRank"": 53}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Message Fragments Received"", ""fieldRank"": 54}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total CRC Errors"", ""fieldRank"": 55}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Other Errors"", ""fieldRank"": 56}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Total Protocol Errors"", ""fieldRank"": 57}]}"
0x300c ,ITCnet Statistics per link ,"ITCnet statistics for each link, similar to each line of LINKSTAT CLI command output (Refer to Section 4.3.7) ",Radio,Others,Others,binary,structure,"{""variableDataType"": [{""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""Radio ID"", ""fieldRank"": 1}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Messages Sent"", ""fieldRank"": 2}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Messages Received"", ""fieldRank"": 3}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Packets Transmitted"", ""fieldRank"": 4}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Packets Received"", ""fieldRank"": 5}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Packets Acknowledged"", ""fieldRank"": 6}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Segments Sent"", ""fieldRank"": 7}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Segments Received"", ""fieldRank"": 8}, {""fieldBytes"": 4, ""fieldDataType"": ""Integer"", ""fieldName"": ""ITCnet Connection Duration"", ""fieldRank"": 9}, {""fieldBytes"": 4, ""fieldDataType"": ""Time"", ""fieldName"": ""ITCnet Statistics Reset Time"", ""fieldRank"": 10}]}"
0x300E,ITCnet DSB Scheduler Status,Status of ITCnet DSB slot scheduler. 0 = DSB not enabled 1 = Within capacity 2 = Not within capacity,Radio,Others,Others,integer,unix time,{}
0x300F,Total ITCnet DSB Slot Requests Rejected Since Device Initiation,Total ITCnet DSB slot requests rejected by base since device initiation,Radio,Others,Others,integer,unix time,{}
0x3010,Wayside Slot Assignment Request Attempts,The number of times a wayside has requested a slot for a message.,Radio,Others,Others,integer,unix time,{}
0x3011,Cumulative ITCnet Statistics,Includes available ITCnet statistics.Deprecates variable ID 0x300B.,Radio,Others,Others,integer,unix time,{}
0x3200 ,Radio ID ,The unique Radio ID entered by a railroad ,Radio,Others,Others,integer,id,{}
0x3FD3,PTC UCN/CRC,PTC UCN/CRC,Platform,Others,Others,integer,unix time,{}
0x4000,Memory Check Interval,"The time, in seconds, between memory checks used for low available and average memory use",OBN,Presidio,Others,integer,integer,{}
0x4000,DSP Version,DSP version number,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4000,General Information,General Information,Wayside Interface Unit,GETS,Others,string,string,{}
0x4000,Date&Time,Date&Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4001,LocoNet Query Interval,"The time, in seconds, between LocoNet survey statistics queries",OBN,Presidio,Others,integer,integer,{}
0x4001,Lilee-Notification-ID,Lilee-Notification-ID,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4001,FPGA Version,FPGA version number,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4001,Railroad ,Railroad ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4001,      Date,Date,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4002,Message Sequence Number,Unique sequence number assigned to the status push or message event,OBN,Presidio,Others,integer,integer,{}
0x4002,Lilee-Notification-Device-Type,Lilee-Notification-Device-Type,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4002,CPLD Version,CPLD version number,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4002,Subdivision ,Subdivision ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4002,      Time,Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4003,Message Name,The user friendly message name configured for the event/status push,OBN,Presidio,Others,string,string,{}
0x4003,Lilee-Notification-Device-Name,Lilee-Notification-Device-Name,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4003,Boot Launcher Version,Bootlauncher version number,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4003,Address,Address,Wayside Interface Unit,GETS,Others,string,string,{}
0x4003,Site,Site,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4004,Lilee-Notification-Trap-Text,Lilee-Notification-Trap-Text,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4004,Device Initiation Reason,Reboot reason code (Refer to Section 4.4.1) ,Radio,"Meteorcomm,LLC",Others,integer,enumeration,"{""enumeration"": [{""0"": ""Normal cold boot"", ""4"": ""New bootlauncher installed"",""5"": ""Software watchdog timeout"",""6"": ""Hardware watchdog timeout"",""7"": ""No CIM found"",""8"": ""Configuration change requiring reboot was completed"",""9"": ""BOOT Command executed"",""10"": ""FACTORY,DEFAULT,INIT command executed"",""11"": ""Intermediate state while reconfiguring"",""12"": ""Unknown restart reason""}]}"
0x4004,Site ID ,Site ID ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4004,      Site_Name,Site_Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4005,Lilee-Notification-Trap-Reason,Lilee-Notification-Trap-Reason,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4005,Chassis ID ,Chassis ID ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4005,      DOT_Number,DOT_Number,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4006,Lilee-Notification-Time,Lilee-Notification-Time,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4006,Application EPROM Information,Application EPROM Information,Wayside Interface Unit,GETS,Others,string,string,{}
0x4006,      Milepost,Milepost,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4007,Lilee-Notification-Date,Lilee-Notification-Date,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4007,EPROM EPT CRC ,EPROM EPT CRC ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4007,      Timezone,Timezone,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4008,Lilee-Notification-Location,Lilee-Notification-Location,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4008,EPROM Checksum,EPROM Checksum,Wayside Interface Unit,GETS,Others,string,string,{}
0x4008,      Site_ATCS_Address,Site_ATCS_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4009,Lilee-Notification-Priority,Lilee-Notification-Priority,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4009,PTC Status Information,PTC Status Information,Wayside Interface Unit,GETS,Others,string,string,{}
0x4009,Check_Numbers,Check_Numbers,Wayside Interface Unit,Invensys,Others,string,string,{}
0x400A,operationType,The operation type,Messaging System,"Meteorcomm,LLC",Others,string,string,{}
0x400A,Lilee-Notification-Flag,Lilee-Notification-Flag,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x400A,PTC Enabled ,PTC Enabled ,Wayside Interface Unit,GETS,Others,string,string,{}
0x400A,      PTC_UCN,PTC_UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x400B,oldRemoteAreaId,The old remote area identifier,Messaging System,"Meteorcomm,LLC",Others,string,string,{}
0x400B,Lilee-Notification-Misc1,Lilee-Notification-Misc1,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x400B,PTC Time ,PTC Time ,Wayside Interface Unit,GETS,Others,string,string,{}
0x400B,      CCN,CCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x400C,configFileDate,The timestamp on the configuration file,Messaging System,"Meteorcomm,LLC",Others,string,string,{}
0x400C,Lilee-Notification-Misc2,Lilee-Notification-Misc2,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x400C,PTC CRC Information,PTC CRC Information,Wayside Interface Unit,GETS,Others,string,string,{}
0x400C,      Check_Numbers UCN,Check_Numbers UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x400D,shadowFileDate,The timestamp on the shadow file,Messaging System,"Meteorcomm,LLC",Others,string,string,{}
0x400D,Lilee-Notification-Misc3,Lilee-Notification-Misc3,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x400D,WIU Configuration CRC ,WIU Configuration CRC ,Wayside Interface Unit,GETS,Others,string,string,{}
0x400D,      Check_Numbers MCF_CRC,Check_Numbers MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x400E,Lilee-Notification-Misc4,Lilee-Notification-Misc4,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x400E,PTC Mapping File CRC ,PTC Mapping File CRC ,Wayside Interface Unit,GETS,Others,string,string,{}
0x400E,EMP_WIU,EMP_WIU,Wayside Interface Unit,Invensys,Others,string,string,{}
0x400F,Lilee-Notification-Misc5,Lilee-Notification-Misc5,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x400F,PTC Configuration File CRC ,PTC Configuration File CRC ,Wayside Interface Unit,GETS,Others,string,string,{}
0x400F,      WIU_Address,WIU_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4010,tnuSecurityValidationError,The error thrown when TNU security validation fails,Messaging System,"Meteorcomm,LLC",Others,string,string,{}
0x4010,Lilee-Notification-Misc6,Lilee-Notification-Misc6,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4010,Applicability Settings CRC,Applicability Settings CRC,Wayside Interface Unit,GETS,Others,string,string,{}
0x4010,      WIU_Msg_Version,WIU_Msg_Version,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4011,securityCertificate,Security certificate notification,Messaging System,"Meteorcomm,LLC",Others,string,string,{}
0x4011,Lilee-Notification-Misc7,Lilee-Notification-Misc7,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4011,System Time,System Time,Wayside Interface Unit,GETS,Others,string,string,{}
0x4011,      EMP_Source_Address,EMP_Source_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4012,Lilee-Notification-Misc8,Lilee-Notification-Misc8,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4012,Local Time ,Local Time ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4012,      EMP_Destination_Address,EMP_Destination_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
